VariableName,Electricity:Facility,Gas:Facility
KeyValue,,
424,-0.6028464561024243,-0.2875010496703566
425,-0.5026431185396408,-0.25813098220837283
426,0.09106497538541247,-0.5494081854333956
427,0.04976619300392726,-0.6077291711888202
428,-0.00510835454617964,-0.6500334279055787
429,-0.00517296967160319,-0.6749864111397705
430,-0.06089256944855981,-0.6300134437167987
431,-0.005108999606204369,-0.644841240159576
432,-0.00510679201629949,-0.6445508253916336
433,-0.005042424138548275,-0.6228472717883584
434,0.06888959532980787,-0.611161242095178
435,-0.019176409920618868,-0.5936415024676808
436,-0.2423400793115982,-0.5546172821009236
437,-0.26969530219198756,-0.5512936306742782
438,-0.4369535916467524,-0.4769679388586012
439,-0.46429632771154783,-0.46992564441231843
440,-0.6931603346112234,-0.9974388427152416
441,-0.7484490980265192,-0.9987194268615494
442,-0.7621380144212799,-0.9987193515848604
443,-0.7612602610958535,-0.9953704729195294
444,-0.7603811395149536,-0.9940103020432326
445,-0.7599374406861334,-0.9910017995965265
446,-0.7466865704799599,-0.9916126578386599
447,-0.6909503981453717,-0.9863888698794302
448,-0.6030262364842996,-0.324320145717094
449,-0.5027047761647513,-0.26089660850736374
450,0.09130009681622031,-0.48242920137583833
451,0.050120249163666086,-0.5048033828523811
452,-0.0047331241861927635,-0.532949221689218
453,-0.0048139469071808464,-0.5559915847301931
454,-0.06059387464878751,-0.5396002820295093
455,-0.004855403018886981,-0.5692659949704768
456,-0.004866612225440603,-0.5743047005158479
457,-0.004874721906023449,-0.5764731926000395
458,0.06905163152352456,-0.5649906063983877
459,-0.018920260829892403,-0.5211395922574319
460,-0.24197731311350013,-0.458188274636963
461,-0.2692521459179993,-0.4354704673302239
462,-0.4365329478254833,-0.38871423926421556
463,-0.4636486334785704,-0.323375976099195
464,-0.6931603350530546,-0.9987194037786278
465,-0.7471279815344822,-0.9946091791016929
466,-0.7603639780551232,-0.9877251307057673
467,-0.7599146258611267,-0.9843960570171458
468,-0.7401684739547867,-0.9261594486659782
469,-0.7423210281026291,-0.9079533190010072
470,-0.7245934093508755,-0.8607714044316334
471,-0.6732226476215855,-0.8663651418490377
472,-0.6011453312773283,-0.12208310737318762
473,-0.49998007874899575,0.19714572519915108
474,0.09354377554805082,-0.06799104532999944
475,0.051996301122831046,-0.146673415291947
476,-0.0032326939153819434,-0.2262178754830242
477,-0.003600123727941049,-0.29036159499407155
478,-0.05955686545059846,-0.31143773260060037
479,-0.004019234435002737,-0.4018098800408131
480,-0.004207645112080273,-0.4555249126420339
481,-0.004277881011688578,-0.47564901562810213
482,0.06981296669150638,-0.40933786232944613
483,-0.017934639736790103,-0.31260518679261073
484,-0.2408485142888336,-0.23593514238782498
485,-0.26801286645228994,-0.20200381345779006
486,-0.43513679294632246,-0.1375138500791142
487,-0.4622082033153181,-0.0823930663706377
488,-0.6922791463312634,-0.9951027266270387
489,-0.7466755503344409,-0.9908981213924147
490,-0.8025531255801519,-0.948828821169857
491,-0.794178935850502,-0.9016319977326505
492,-0.798050062372545,-0.8782730118711163
493,-0.7940643484632477,-0.8570785676089732
494,-0.7842725417237135,-0.8541751886875149
495,-0.7506150866475791,-0.8371441585226007
496,-0.5978779245419961,-0.07926238143266962
497,-0.6210018780673394,0.22752114528024725
498,-0.35277906725593977,0.025897495500693646
499,-0.3943688464153947,-0.061914436803810924
500,-0.4495713736709077,-0.1527062978912228
501,-0.44997362728387913,-0.2384467227934025
502,-0.45027421586549293,-0.2941465739404939
503,-0.4504148280533799,-0.31355896538017436
504,-0.7289783163840176,-0.16723412680037564
505,-0.7288651535744489,-0.14586612703737079
506,-0.6547625708147196,-0.10130902315316315
507,-0.6586628914661385,-0.017282783718512218
508,-0.6940997184174972,-0.9961468728110378
509,-0.7203727368850759,-0.9919086902042012
510,-0.7067588072572282,-0.9536962870231165
511,-0.7301498099904928,-0.9198818511322537
512,-0.752644003389908,-0.8773465110635755
513,-0.7848087185315876,-0.8762679456231017
514,-0.7821225061086996,-0.8454022619030322
515,-0.7984082824523764,-0.8547293921423376
516,-0.7935430308327781,-0.833346867436434
517,-0.7983524178938958,-0.8439355406620063
518,-0.7798014410665908,-0.8219894933240641
519,-0.7561414633443686,-0.8288710477502577
520,-0.6960309738791546,-0.8085834908006044
521,-0.7216736081772089,-0.8261612287424681
522,-0.7272950782221264,-0.8236917388755779
523,-0.7737151019698332,-0.8687106272886389
524,-0.8237265250141348,-0.8833907194155606
525,-0.8285829762297515,-0.9061308958940655
526,-0.8237722717197999,-0.8946250949701137
527,-0.8286392619070223,-0.9210780256157559
528,-0.823882008692655,-0.9305808103044615
529,-0.8287050533828622,-0.9435930959736804
530,-0.7499771476621763,-0.9240535158826464
531,-0.6754056824267918,-0.915522787830851
532,-0.6705687743766398,-0.8960775883471254
533,-0.7027577797316892,-0.9058054932667844
534,-0.6979211947939878,-0.8868437329040016
535,-0.730108333099217,-0.8942785962435508
536,-0.7526480070717346,-0.8744524709843507
537,-0.7848459168572927,-0.886966733055274
538,-0.7378954199101249,-0.8749440663340604
539,-0.742725399408706,-0.8908630949868583
540,-0.7378883808178724,-0.8691603053353059
541,-0.7427019931954679,-0.881306680707731
542,-0.7241669985534949,-0.8591209857663834
543,-0.666796664495998,-0.8695731960589024
544,-0.5989206677630832,0.06960089537728242
545,-0.5092378169130971,0.03966681545917816
546,0.09246845708854345,-0.2923465520712104
547,0.05051370465775196,-0.4112293959290325
548,-0.0043926074115849785,-0.4417676808000601
549,-0.004489784968209286,-0.46571977188286007
550,-0.06015923635962573,-0.44062005368223967
551,-0.004253927803019364,-0.5409782770583866
552,-0.004754252197471055,-0.5610556433480773
553,-0.00476249543883678,-0.5640398534210056
554,0.06920119864511909,-0.5436242191567862
555,-0.018702817292820306,-0.46533023753173475
556,-0.24158694856151683,-0.3442790311984777
557,-0.26885911389371997,-0.32113382859678363
558,-0.43593150123413804,-0.2261348505065387
559,-0.463226657788579,-0.21237496434589753
560,-0.6931603293003774,-0.9987193600923928
561,-0.7480094249066126,-0.996313787993409
562,-0.7599396393801259,-0.9929519952497051
563,-0.7603656377453563,-0.9894971433113448
564,-0.7476627820918792,-0.9610209170736633
565,-0.7384085724856408,-0.9133796564481839
566,-0.7286251421749962,-0.9039976166339959
567,-0.6693100074034013,-0.8614966928979199
568,-0.600692417216409,-0.061611087157819155
569,-0.5095857614039533,0.20070407466445261
570,0.09316075563256443,-0.10234019324672394
571,0.05153363807296629,-0.21188405845661196
572,-0.003669263841867829,-0.3004027492337136
573,-0.003899298851202545,-0.3456570145772796
574,-0.059745506695892736,-0.34455581917284683
575,-0.00411401686102675,-0.3933792510702464
576,-0.004281614414657134,-0.43196691613843496
577,-0.004448426722204912,-0.4677662387100512
578,0.06938529336868515,-0.4774335202829256
579,-0.01857166450527226,-0.43265016365312836
580,-0.2414169628736449,-0.32713770238319595
581,-0.2683220210137801,-0.23260575351453117
582,-0.435083644117115,-0.08455118810122186
583,-0.46205009553641907,-0.020632777417400106
584,-0.6922799547694493,-0.9965452060447815
585,-0.7379034409274152,-0.9699225804266653
586,-0.7423042073534737,-0.9122013001794756
587,-0.738243826998607,-0.8512786425582832
588,-0.7420899642880606,-0.8342159612736926
589,-0.7368238115029766,-0.7944736769638733
590,-0.7260801228257364,-0.79384110368659
591,-0.6670003360919361,-0.7458380364273856
592,-0.5989384498678954,0.04153050067790276
593,-0.5060399683535729,0.5442376723349316
594,0.0963059433238258,0.23142638008046945
595,0.05434896797385824,0.10636755573402601
596,-0.001022701134338003,0.04640882390671841
597,-0.0015971264497096627,-0.012383935938781399
598,-0.05768713362802025,-0.02886285610445416
599,-0.002312199270905649,-0.10459298884281065
600,-0.002758477225819791,-0.20449475268905404
601,-0.002806796541493962,-0.21189912201418004
602,0.06165198501089186,-0.16854649689226364
603,-0.01672759318476258,-0.12012255491232016
604,-0.23981578059605202,-0.07863323851469506
605,-0.26720078536265446,-0.07834944496929308
606,-0.4343876148409348,0.003614998463118635
607,-0.4616651336569589,0.02406876751658782
608,-0.692054745408442,-0.9935403154003365
609,-0.7378700225983859,-0.9629543623829278
610,-0.742265824113749,-0.9022684243685644
611,-0.7381524658845118,-0.8308715094559611
612,-0.7403785632721023,-0.8334965098195167
613,-0.7357802153115673,-0.7706336721212915
614,-0.7264585406822932,-0.7962741098712314
615,-0.6664972162795648,-0.7333308183512097
616,-0.5990003584183536,0.033606176090686946
617,-0.505863663738572,0.5569309480415461
618,0.09632593135653367,0.23274150604384558
619,0.054051406087296305,0.09317518441167372
620,-0.0018702682023696853,-0.037345456859002035
621,-0.0026499491274361024,-0.13445238043913577
622,-0.05885871042633695,-0.18256089179747237
623,-0.0035220018762731633,-0.2828580508972779
624,-0.003628115046183431,-0.2968750430254684
625,-0.003692408705859185,-0.31332647324225493
626,0.060659278532753325,-0.3050734416152041
627,-0.01763959864623121,-0.24818004210711397
628,-0.24069877674664175,-0.20038401968985387
629,-0.2680353894344516,-0.19153093975020374
630,-0.43518123230889655,-0.10013957846867905
631,-0.46237345055053564,-0.06616237859632901
632,-0.6920572009699405,-0.9951276511010405
633,-0.7334924786053498,-0.9513472406947175
634,-0.7422407317387698,-0.8875864824454086
635,-0.7371094407590708,-0.8251407327766211
636,-0.7402914866379479,-0.8084928869369172
637,-0.7358221154122764,-0.7806455871018947
